# Time-averaged data for fix rdfout
# TimeStep Number-of-rows
# Row c_myrdf[1] c_myrdf[2] c_myrdf[3]
51000 200
167 9.99 1.06651 218.793
168 10.05 1.05029 222.962
169 10.11 1.0524 227.189
170 10.17 1.02835 231.368
171 10.23 1.03092 235.607
172 10.29 1.02811 239.885
173 10.35 1.0273 244.209
174 10.41 1.02394 248.569
175 10.47 1.02125 252.968
176 10.53 1.01258 257.38
177 10.59 1.00023 261.788
178 10.65 1.00299 266.258
179 10.71 0.983002 270.689
180 10.77 0.992133 275.211
181 10.83 0.9721 279.691
182 10.89 0.989659 284.303
183 10.95 0.976211 288.902
184 11.01 0.970051 293.523
185 11.07 0.964174 298.166
186 11.13 0.974063 302.907
187 11.19 0.981043 307.734
188 11.25 0.969199 312.554
189 11.31 0.967935 317.419
190 11.37 0.977156 322.383
191 11.43 0.980093 327.414
192 11.49 0.986037 332.53
193 11.55 0.987151 337.704
194 11.61 0.979353 342.891
195 11.67 0.984744 348.161
196 11.73 0.998592 353.56
197 11.79 0.988308 358.958
198 11.85 1.01193 364.542
199 11.91 1.01636 370.207
200 11.97 1.01195 375.904
136000 200
1 0.03 0 0
2 0.09 0 0
3 0.15 0 0
4 0.21 0 0
5 0.27 0 0
6 0.33 0 0
7 0.39 0 0
8 0.45 0 0
9 0.51 0 0
10 0.57 0 0
11 0.63 0 0
12 0.69 0 0
13 0.75 0 0
14 0.81 0 0
15 0.87 0 0
16 0.93 0 0
17 0.99 0 0
18 1.05 0 0
19 1.11 0 0
20 1.17 0 0
21 1.23 0 0
22 1.29 0 0
23 1.35 0 0
24 1.41 0 0
25 1.47 0 0
26 1.53 0 0
27 1.59 0 0
28 1.65 0 0
29 1.71 0 0
30 1.77 0 0
31 1.83 0 0
32 1.89 0 0
33 1.95 0 0
34 2.01 0 0
35 2.07 0 0
36 2.13 0 0
37 2.19 0 0
38 2.25 0 0
39 2.31 0.00667654 0.0014
40 2.37 0.064334 0.0156
41 2.43 0.268919 0.078
42 2.49 0.725662 0.2548
43 2.55 1.41358 0.616
44 2.61 2.13084 1.1864
45 2.67 2.69726 1.942
46 2.73 2.87297 2.7834
47 2.79 2.86516 3.6598
48 2.85 2.68063 4.5154
49 2.91 2.42097 5.321
50 2.97 2.1799 6.0766
51 3.03 1.94142 6.777
52 3.09 1.68871 7.4106
53 3.15 1.45368 7.9774
54 3.21 1.29858 8.5032
55 3.27 1.11523 8.9718
56 3.33 1.05613 9.432
57 3.39 0.911457 9.8436
58 3.45 0.827434 10.2306
59 3.51 0.759729 10.5984
60 3.57 0.687284 10.9426
61 3.63 0.649688 11.279
62 3.69 0.641441 11.6222
63 3.75 0.592487 11.9496
64 3.81 0.574674 12.2774
65 3.87 0.580782 12.6192
66 3.93 0.585263 12.9744
67 3.99 0.584099 13.3398
68 4.05 0.601364 13.7274
69 4.11 0.600506 14.126
70 4.17 0.640134 14.5634
71 4.23 0.633197 15.0086
72 4.29 0.692491 15.5094
73 4.35 0.678362 16.0138
74 4.41 0.759216 16.594
75 4.47 0.803164 17.2246
76 4.53 0.867351 17.924
77 4.59 0.927687 18.692
78 4.65 1.00018 19.5418
79 4.71 1.03153 20.441
80 4.77 1.07464 21.4018
81 4.83 1.09152 22.4024
82 4.89 1.11918 23.454
83 4.95 1.20044 24.6098
84 5.01 1.23472 25.8276
85 5.07 1.23517 27.0752
86 5.13 1.25247 28.3704
87 5.19 1.27338 29.7182
88 5.25 1.29818 31.1242
89 5.31 1.27857 32.5408
90 5.37 1.27981 33.991
91 5.43 1.26066 35.4516
92 5.49 1.21907 36.8954
93 5.55 1.21236 38.3628
94 5.61 1.16424 39.8026
95 5.67 1.1239 41.2224
96 5.73 1.07243 42.606
97 5.79 1.06414 44.0078
98 5.85 1.01446 45.372
99 5.91 0.963218 46.694
100 5.97 0.952094 48.0274
101 6.03 0.909025 49.3262
102 6.09 0.877066 50.6044
103 6.15 0.874974 51.9048
104 6.21 0.834391 53.1692
105 6.27 0.822512 54.4398
106 6.33 0.831636 55.7492
107 6.39 0.821328 57.067
108 6.45 0.835725 58.4332
109 6.51 0.830479 59.8162
110 6.57 0.851698 61.2608
111 6.63 0.850595 62.73
112 6.69 0.865088 64.2514
113 6.75 0.888428 65.842
114 6.81 0.913669 67.507
115 6.87 0.93973 69.2498
116 6.93 0.958396 71.0584
117 6.99 0.997641 72.9738
118 7.05 0.995069 74.9172
119 7.11 1.01348 76.9304
120 7.17 1.0359 79.023
121 7.23 1.06016 81.2006
122 7.29 1.07553 83.4466
123 7.35 1.08348 85.7466
124 7.41 1.10439 88.1294
125 7.47 1.10012 90.5416
126 7.53 1.11327 93.022
127 7.59 1.11173 95.5386
128 7.65 1.10636 98.0828
129 7.71 1.08604 100.62
130 7.77 1.11031 103.254
131 7.83 1.10747 105.922
132 7.89 1.06886 108.536
133 7.95 1.04449 111.13
134 8.01 1.05516 113.79
135 8.07 1.03164 116.43
136 8.13 1.02232 119.086
137 8.19 1.02652 121.791
138 8.25 0.995262 124.453
139 8.31 0.988312 127.135
140 8.37 0.978262 129.828
141 8.43 0.964315 132.521
142 8.49 0.965844 135.256
143 8.55 0.958324 138.009
144 8.61 0.937531 140.74
145 8.67 0.934011 143.499
146 8.73 0.938981 146.311
147 8.79 0.917576 149.097
148 8.85 0.93741 151.982
149 8.91 0.941689 154.919
150 8.97 0.943682 157.903
151 9.03 0.932994 160.892
152 9.09 0.950778 163.979
153 9.15 0.950569 167.106
154 9.21 0.972907 170.349
155 9.27 0.964677 173.607
156 9.33 0.988093 176.986
157 9.39 0.994383 180.432
158 9.45 0.988236 183.899
159 9.51 1.02359 187.537
160 9.57 1.03441 191.26
161 9.63 1.0203 194.978
162 9.69 1.03302 198.789
163 9.75 1.03624 202.66
164 9.81 1.0373 206.582
165 9.87 1.05984 210.639
166 9.93 1.04811 214.7
167 9.99 1.04035 218.78
168 10.05 1.04938 222.945
169 10.11 1.04553 227.144
170 10.17 1.04199 231.379
171 10.23 1.03101 235.619
172 10.29 1.04224 239.955
173 10.35 1.02986 244.29
174 10.41 1.00314 248.562
175 10.47 1.00718 252.9
176 10.53 1.0185 257.338
177 10.59 1.00468 261.765
178 10.65 0.996442 266.206
179 10.71 0.987838 270.659
180 10.77 0.990948 275.175
181 10.83 0.98833 279.73
182 10.89 0.979487 284.295
183 10.95 0.970268 288.866
184 11.01 0.970681 293.49
185 11.07 0.976842 298.193
186 11.13 0.977761 302.953
187 11.19 0.965556 307.704
188 11.25 0.970284 312.529
189 11.31 0.976769 317.439
190 11.37 0.96818 322.357
191 11.43 0.983482 327.406
192 11.49 0.973083 332.454
193 11.55 0.991462 337.651
194 11.61 0.996723 342.93
195 11.67 0.98721 348.213
196 11.73 0.996595 353.601
197 11.79 0.99911 359.058
198 11.85 0.998949 364.57
199 11.91 1.00251 370.158
200 11.97 1.00843 375.836
137000 200
1 0.03 0 0
2 0.09 0 0
3 0.15 0 0
4 0.21 0 0
5 0.27 0 0
6 0.33 0 0
7 0.39 0 0
8 0.45 0 0
9 0.51 0 0
10 0.57 0 0
11 0.63 0 0
12 0.69 0 0
13 0.75 0 0
14 0.81 0 0
15 0.87 0 0
16 0.93 0 0
17 0.99 0 0
18 1.05 0 0
19 1.11 0 0
20 1.17 0 0
21 1.23 0 0
22 1.29 0 0
23 1.35 0 0
24 1.41 0 0
25 1.47 0 0
26 1.53 0 0
27 1.59 0 0
28 1.65 0 0
29 1.71 0 0
30 1.77 0 0
31 1.83 0 0
32 1.89 0 0
33 1.95 0 0
34 2.01 0 0
35 2.07 0 0
36 2.13 0 0
37 2.19 0 0
38 2.25 0 0
39 2.31 0.00381517 0.0008
40 2.37 0.0516484 0.0122
41 2.43 0.262024 0.073
42 2.49 0.743721 0.2542
43 2.55 1.36035 0.6018
44 2.61 2.07406 1.157
45 2.67 2.59231 1.8832
46 2.73 2.93921 2.744
47 2.79 2.85862 3.6184
48 2.85 2.76021 4.4994
49 2.91 2.54238 5.3454
50 2.97 2.24048 6.122
51 3.03 1.91924 6.8144
52 3.09 1.68978 7.4484
53 3.15 1.51523 8.0392
54 3.21 1.28031 8.5576
55 3.27 1.07906 9.011
56 3.33 0.978563 9.4374
57 3.39 0.88887 9.8388
58 3.45 0.813323 10.2192
59 3.51 0.731637 10.5734
60 3.57 0.726021 10.937
61 3.63 0.663979 11.2808
62 3.69 0.633217 11.6196
63 3.75 0.608412 11.9558
64 3.81 0.599919 12.298
65 3.87 0.562431 12.629
66 3.93 0.607013 12.9974
67 3.99 0.579623 13.36
68 4.05 0.579643 13.7336
69 4.11 0.606834 14.1364
70 4.17 0.609986 14.5532
71 4.23 0.642584 15.005
72 4.29 0.688067 15.5026
73 4.35 0.706874 16.0282
74 4.41 0.74901 16.6006
75 4.47 0.804692 17.2324
76 4.53 0.86363 17.9288
77 4.59 0.900146 18.674
78 4.65 0.958041 19.488
79 4.71 1.04782 20.4014
80 4.77 1.06614 21.3546
81 4.83 1.10243 22.3652
82 4.89 1.15366 23.4492
83 4.95 1.18652 24.5916
84 5.01 1.22194 25.7968
85 5.07 1.22764 27.0368
86 5.13 1.26698 28.347
87 5.19 1.32572 29.7502
88 5.25 1.3087 31.1676
89 5.31 1.27099 32.5758
90 5.37 1.27346 34.0188
91 5.43 1.24219 35.458
92 5.49 1.24879 36.937
93 5.55 1.19021 38.3776
94 5.61 1.16942 39.8238
95 5.67 1.14464 41.2698
96 5.73 1.09026 42.6764
97 5.79 1.05928 44.0718
98 5.85 0.990365 45.4036
99 5.91 0.975458 46.7424
100 5.97 0.904968 48.0098
101 6.03 0.893627 49.2866
102 6.09 0.884752 50.576
103 6.15 0.858018 51.8512
104 6.21 0.847985 53.1362
105 6.27 0.84245 54.4376
106 6.33 0.855771 55.785
107 6.39 0.822948 57.1054
108 6.45 0.819331 58.4448
109 6.51 0.854139 59.8672
110 6.57 0.841793 61.295
111 6.63 0.859279 62.7792
112 6.69 0.870319 64.3098
113 6.75 0.867427 65.8628
114 6.81 0.90445 67.511
115 6.87 0.923015 69.2228
116 6.93 0.952885 71.021
117 6.99 0.985765 72.9136
118 7.05 0.997015 74.8608
119 7.11 1.00503 76.8572
120 7.17 1.02224 78.9222
121 7.23 1.06405 81.1078
122 7.29 1.08004 83.3632
123 7.35 1.11184 85.7234
124 7.41 1.09067 88.0766
125 7.47 1.11335 90.5178
126 7.53 1.11336 92.9984
127 7.59 1.08699 95.459
128 7.65 1.11967 98.0338
129 7.71 1.11139 100.63
130 7.77 1.10137 103.243
131 7.83 1.08987 105.868
132 7.89 1.10083 108.561
133 7.95 1.07075 111.22
134 8.01 1.04517 113.855
135 8.07 1.04164 116.521
136 8.13 1.02886 119.193
137 8.19 1.00808 121.85
138 8.25 1.01336 124.56
139 8.31 0.980426 127.221
140 8.37 0.988216 129.941
141 8.43 0.956508 132.612
142 8.49 0.965138 135.346
143 8.55 0.943912 138.057
144 8.61 0.950782 140.827
145 8.67 0.936652 143.593
146 8.73 0.925357 146.364
147 8.79 0.926799 149.178
148 8.85 0.930911 152.043
149 8.91 0.925661 154.931
150 8.97 0.929955 157.871
151 9.03 0.93805 160.877
152 9.09 0.938273 163.923
153 9.15 0.967105 167.105
154 9.21 0.956165 170.292
155 9.27 0.964855 173.55
156 9.33 0.973944 176.881
157 9.39 0.987282 180.302
158 9.45 0.999236 183.808
159 9.51 1.01385 187.411
160 9.57 1.0184 191.076
161 9.63 1.03331 194.841
162 9.69 1.04174 198.685
163 9.75 1.0341 202.548
164 9.81 1.03826 206.474
165 9.87 1.04448 210.472
166 9.93 1.05931 214.577
167 9.99 1.04025 218.656
168 10.05 1.05759 222.853
169 10.11 1.05788 227.102
170 10.17 1.04012 231.329
171 10.23 1.04322 235.619
172 10.29 1.03349 239.919
173 10.35 1.03309 244.268
174 10.41 1.02615 248.638
175 10.47 1.02329 253.045
176 10.53 1.02328 257.504
177 10.59 1.01144 261.961
178 10.65 1.00021 266.419
179 10.71 0.998665 270.92
180 10.77 0.988403 275.425
181 10.83 0.990153 279.988
182 10.89 0.970817 284.512
183 10.95 0.967594 289.071
184 11.01 0.975509 293.718
185 11.07 0.965586 298.367
186 11.13 0.956272 303.022
187 11.19 0.962466 307.758
188 11.25 0.970123 312.582
189 11.31 0.961927 317.417
190 11.37 0.974204 322.366
191 11.43 0.956172 327.275
192 11.49 0.976322 332.34
193 11.55 0.9878 337.518
194 11.61 0.987623 342.749
195 11.67 0.992443 348.06
196 11.73 0.991046 353.418
197 11.79 0.993764 358.846
198 11.85 0.997282 364.349
199 11.91 1.01169 369.988
200 11.97 1.01007 375.674
138000 200
1 0.03 0 0
2 0.09 0 0
3 0.15 0 0
4 0.21 0 0
5 0.27 0 0
6 0.33 0 0
7 0.39 0 0
8 0.45 0 0
9 0.51 0 0
10 0.57 0 0
11 0.63 0 0
12 0.69 0 0
13 0.75 0 0
14 0.81 0 0
15 0.87 0 0
16 0.93 0 0
17 0.99 0 0
18 1.05 0 0
19 1.11 0 0
20 1.17 0 0
21 1.23 0 0
22 1.29 0 0
23 1.35 0 0
24 1.41 0 0
25 1.47 0 0
26 1.53 0 0
27 1.59 0 0
28 1.65 0 0
29 1.71 0 0
30 1.77 0 0
31 1.83 0 0
32 1.89 0 0
33 1.95 0 0
34 2.01 0 0
35 2.07 0 0
36 2.13 0 0
37 2.19 0 0
38 2.25 0 0
39 2.31 0.00476896 0.001
40 2.37 0.0380567 0.0094
41 2.43 0.253405 0.0682
42 2.49 0.737975 0.248
43 2.55 1.40418 0.6068
44 2.61 2.05239 1.1562
45 2.67 2.65228 1.8992
46 2.73 2.93239 2.758
47 2.79 2.92531 3.6528
48 2.85 2.78778 4.5426
49 2.91 2.50151 5.375
50 2.97 2.16836 6.1266
51 3.03 1.91536 6.8176
52 3.09 1.60769 7.4208
53 3.15 1.45265 7.9872
54 3.21 1.24919 8.493
55 3.27 1.14617 8.9746
56 3.33 1.0263 9.4218
57 3.39 0.929173 9.8414
58 3.45 0.853091 10.2404
59 3.51 0.763447 10.61
60 3.57 0.686485 10.9538
61 3.63 0.669773 11.3006
62 3.69 0.629479 11.6374
63 3.75 0.59864 11.9682
64 3.81 0.572921 12.295
65 3.87 0.578403 12.6354
66 3.93 0.582297 12.9888
67 3.99 0.580262 13.3518
68 4.05 0.603847 13.741
69 4.11 0.59448 14.1356
70 4.17 0.596815 14.5434
71 4.23 0.631775 14.9876
72 4.29 0.6806 15.4798
73 4.35 0.718171 16.0138
74 4.41 0.750842 16.5876
75 4.47 0.825071 17.2354
76 4.53 0.860406 17.9292
77 4.59 0.89773 18.6724
78 4.65 0.982287 19.507
79 4.71 1.01776 20.3942
80 4.77 1.06748 21.3486
81 4.83 1.10221 22.359
82 4.89 1.17388 23.462
83 4.95 1.20937 24.6264
84 5.01 1.20572 25.8156
85 5.07 1.24368 27.0718
86 5.13 1.25692 28.3716
87 5.19 1.27036 29.7162
88 5.25 1.28599 31.109
89 5.31 1.28543 32.5332
90 5.37 1.26746 33.9694
91 5.43 1.26429 35.4342
92 5.49 1.25116 36.916
93 5.55 1.21599 38.3878
94 5.61 1.17945 39.8464
95 5.67 1.11345 41.253
96 5.73 1.08886 42.6578
97 5.79 1.05958 44.0536
98 5.85 1.00033 45.3988
99 5.91 0.973418 46.7348
100 5.97 0.937528 48.0478
101 6.03 0.909865 49.3478
102 6.09 0.883791 50.6358
103 6.15 0.863805 51.9196
104 6.21 0.840462 53.1932
105 6.27 0.824066 54.4662
106 6.33 0.827699 55.7694
107 6.39 0.833294 57.1064
108 6.45 0.824714 58.4546
109 6.51 0.831921 59.84
110 6.57 0.829884 61.2476
111 6.63 0.846774 62.7102
112 6.69 0.861448 64.2252
113 6.75 0.878598 65.7982
114 6.81 0.926071 67.4858
115 6.87 0.927975 69.2068
116 6.93 0.949494 70.9986
117 6.99 0.98462 72.889
118 7.05 1.0007 74.8434
119 7.11 1.03654 76.9024
120 7.17 1.02827 78.9796
121 7.23 1.06288 81.1628
122 7.29 1.08387 83.4262
123 7.35 1.08876 85.7374
124 7.41 1.09233 88.0942
125 7.47 1.11727 90.544
126 7.53 1.11677 93.0322
127 7.59 1.10122 95.525
128 7.65 1.11132 98.0806
129 7.71 1.09743 100.644
130 7.77 1.08611 103.221
131 7.83 1.09145 105.85
132 7.89 1.08415 108.502
133 7.95 1.06446 111.146
134 8.01 1.05405 113.803
135 8.07 1.04492 116.477
136 8.13 1.00738 119.093
137 8.19 1.02644 121.799
138 8.25 1.00424 124.485
139 8.31 0.988386 127.167
140 8.37 0.977463 129.857
141 8.43 0.971835 132.571
142 8.49 0.962596 135.298
143 8.55 0.954564 138.04
144 8.61 0.942955 140.786
145 8.67 0.93936 143.561
146 8.73 0.925491 146.333
147 8.79 0.922122 149.132
148 8.85 0.939359 152.023
149 8.91 0.92861 154.92
150 8.97 0.932423 157.868
151 9.03 0.942232 160.887
152 9.09 0.946404 163.96
153 9.15 0.964004 167.131
154 9.21 0.963606 170.343
155 9.27 0.973798 173.631
156 9.33 0.979323 176.981
157 9.39 0.998654 180.441
158 9.45 1.00722 183.975
159 9.51 1.00833 187.559
160 9.57 1.01151 191.199
161 9.63 1.02826 194.946
162 9.69 1.03497 198.765
163 9.75 1.03523 202.632
164 9.81 1.04661 206.589
165 9.87 1.03398 210.547
166 9.93 1.04707 214.604
167 9.99 1.0479 218.714
168 10.05 1.04343 222.855
169 10.11 1.0514 227.078
170 10.17 1.04248 231.315
171 10.23 1.04118 235.596
172 10.29 1.03422 239.899
173 10.35 1.02454 244.212
174 10.41 1.02808 248.59
175 10.47 1.00133 252.903
176 10.53 1.01162 257.31
177 10.59 1.01721 261.793
178 10.65 0.999943 266.25
179 10.71 0.998799 270.751
180 10.77 0.995029 275.287
181 10.83 0.977915 279.794
182 10.89 0.973135 284.328
183 10.95 0.980753 288.949
184 11.01 0.975677 293.597
185 11.07 0.966085 298.249
186 11.13 0.959354 302.918
187 11.19 0.973645 307.709
188 11.25 0.976236 312.564
189 11.31 0.973227 317.456
190 11.37 0.971369 322.39
191 11.43 0.976625 327.404
192 11.49 0.979252 332.484
193 11.55 0.988258 337.664
194 11.61 0.981468 342.863
195 11.67 0.988855 348.154
196 11.73 0.988493 353.499
197 11.79 1.00482 358.987
198 11.85 0.999203 364.501
199 11.91 1.00359 370.094
200 11.97 1.0171 375.821
139000 200
1 0.03 0 0
2 0.09 0 0
3 0.15 0 0
4 0.21 0 0
5 0.27 0 0
6 0.33 0 0
7 0.39 0 0
8 0.45 0 0
9 0.51 0 0
10 0.57 0 0
11 0.63 0 0
12 0.69 0 0
13 0.75 0 0
14 0.81 0 0
15 0.87 0 0
16 0.93 0 0
17 0.99 0 0
18 1.05 0 0
19 1.11 0 0
20 1.17 0 0
21 1.23 0 0
22 1.29 0 0
23 1.35 0 0
24 1.41 0 0
25 1.47 0 0
26 1.53 0 0
27 1.59 0 0
28 1.65 0 0
29 1.71 0 0
30 1.77 0 0
31 1.83 0 0
32 1.89 0 0
33 1.95 0 0
34 2.01 0 0
35 2.07 0 0
36 2.13 0 0
37 2.19 0 0
38 2.25 0 0
39 2.31 0.00667654 0.0014
40 2.37 0.0598034 0.0146
41 2.43 0.251681 0.073
42 2.49 0.67723 0.238
43 2.55 1.39244 0.5938
44 2.61 2.07256 1.1486
45 2.67 2.69226 1.9028
46 2.73 2.92897 2.7606
47 2.79 2.85143 3.6328
48 2.85 2.75708 4.5128
49 2.91 2.46785 5.334
50 2.97 2.21625 6.1022
51 3.03 1.93088 6.7988
52 3.09 1.68978 7.4328
53 3.15 1.48445 8.0116
54 3.21 1.26499 8.5238
55 3.27 1.10857 8.9896
56 3.33 1.02813 9.4376
57 3.39 0.934487 9.8596
58 3.45 0.803916 10.2356
59 3.51 0.749814 10.5986
60 3.57 0.696469 10.9474
61 3.63 0.663593 11.291
62 3.69 0.625368 11.6256
63 3.75 0.60986 11.9626
64 3.81 0.57222 12.289
65 3.87 0.579763 12.6302
66 3.93 0.575707 12.9796
67 3.99 0.565556 13.3334
68 4.05 0.603226 13.7222
69 4.11 0.604122 14.1232
70 4.17 0.629011 14.553
71 4.23 0.650264 15.0102
72 4.29 0.675345 15.4986
73 4.35 0.712791 16.0286
74 4.41 0.784079 16.6278
75 4.47 0.813863 17.2668
76 4.53 0.861646 17.9616
77 4.59 0.930103 18.7316
78 4.65 0.955452 19.5434
79 4.71 0.991605 20.4078
80 4.77 1.05316 21.3494
81 4.83 1.10854 22.3656
82 4.89 1.11918 23.4172
83 4.95 1.20397 24.5764
84 5.01 1.22559 25.7852
85 5.07 1.23418 27.0318
86 5.13 1.27742 28.3528
87 5.19 1.28434 29.7122
88 5.25 1.29504 31.1148
89 5.31 1.28309 32.5364
90 5.37 1.29287 34.0014
91 5.43 1.27793 35.482
92 5.49 1.24423 36.9556
93 5.55 1.19071 38.3968
94 5.61 1.17362 39.8482
95 5.67 1.1152 41.257
96 5.73 1.08049 42.651
97 5.79 1.05199 44.0368
98 5.85 1.00345 45.3862
99 5.91 0.960012 46.7038
100 5.97 0.93253 48.0098
101 6.03 0.926382 49.3334
102 6.09 0.888045 50.6276
103 6.15 0.861651 51.9082
104 6.21 0.831356 53.168
105 6.27 0.838307 54.463
106 6.33 0.826047 55.7636
107 6.39 0.815344 57.0718
108 6.45 0.827528 58.4246
109 6.51 0.838406 59.8208
110 6.57 0.847807 61.2588
111 6.63 0.859626 62.7436
112 6.69 0.873844 64.2804
113 6.75 0.894684 65.8822
114 6.81 0.907194 67.5354
115 6.87 0.930024 69.2602
116 6.93 0.952779 71.0582
117 6.99 0.982953 72.9454
118 7.05 0.989846 74.8786
119 7.11 1.01097 76.8868
120 7.17 1.03164 78.9708
121 7.23 1.05013 81.1278
122 7.29 1.08061 83.3844
123 7.35 1.08725 85.6924
124 7.41 1.09725 88.0598
125 7.47 1.12585 90.5284
126 7.53 1.09209 92.9616
127 7.59 1.10484 95.4626
128 7.65 1.11523 98.0272
129 7.71 1.1101 100.62
130 7.77 1.09926 103.228
131 7.83 1.08921 105.852
132 7.89 1.08611 108.509
133 7.95 1.06253 111.148
134 8.01 1.04985 113.794
135 8.07 1.05454 116.493
136 8.13 1.04034 119.195
137 8.19 1.0363 121.926
138 8.25 0.999824 124.6
139 8.31 0.982195 127.266
140 8.37 0.972886 129.944
141 8.43 0.968684 132.649
142 8.49 0.953346 135.349
143 8.55 0.936392 138.039
144 8.61 0.93808 140.771
145 8.67 0.951548 143.582
146 8.73 0.929431 146.365
147 8.79 0.929698 149.188
148 8.85 0.943648 152.092
149 8.91 0.921878 154.968
150 8.97 0.922618 157.885
151 9.03 0.939361 160.895
152 9.09 0.945049 163.963
153 9.15 0.939201 167.053
154 9.21 0.962586 170.261
155 9.27 0.970008 173.537
156 9.33 0.985988 176.909
157 9.39 0.997442 180.365
158 9.45 0.994221 183.854
159 9.51 1.02364 187.492
160 9.57 1.00268 191.1
161 9.63 1.03314 194.865
162 9.69 1.02857 198.66
163 9.75 1.04336 202.557
164 9.81 1.05576 206.55
165 9.87 1.03983 210.53
166 9.93 1.0494 214.596
167 9.99 1.04555 218.696
168 10.05 1.04444 222.842
169 10.11 1.04015 227.019
170 10.17 1.04804 231.279
171 10.23 1.04522 235.577
172 10.29 1.03527 239.884
173 10.35 1.02335 244.192
174 10.41 1.03165 248.585
175 10.47 1.0199 252.978
176 10.53 1.00675 257.364
177 10.59 1.0119 261.824
178 10.65 1.00071 266.284
179 10.71 1.00643 270.82
180 10.77 0.987833 275.322
181 10.83 0.989285 279.882
182 10.89 0.976311 284.431
183 10.95 0.971754 289.01
184 11.01 0.977315 293.665
185 11.07 0.964839 298.311
186 11.13 0.981952 303.091
187 11.19 0.96523 307.84
188 11.25 0.973341 312.68
189 11.31 0.96897 317.551
190 11.37 0.973889 322.498
191 11.43 0.977755 327.517
192 11.49 0.979021 332.596
193 11.55 0.967197 337.666
194 11.61 0.986981 342.894
195 11.67 0.991247 348.198
196 11.73 0.984313 353.52
197 11.79 1.0016 358.991
198 11.85 0.997572 364.495
199 11.91 0.994722 370.04
200 11.97 1.01302 375.743
140000 200
1 0.03 0 0
2 0.09 0 0
3 0.15 0 0
4 0.21 0 0
5 0.27 0 0
6 0.33 0 0
7 0.39 0 0
8 0.45 0 0
9 0.51 0 0
10 0.57 0 0
11 0.63 0 0
12 0.69 0 0
13 0.75 0 0
14 0.81 0 0
15 0.87 0 0
16 0.93 0 0
17 0.99 0 0
18 1.05 0 0
19 1.11 0 0
20 1.17 0 0
21 1.23 0 0
22 1.29 0 0
23 1.35 0 0
24 1.41 0 0
25 1.47 0 0
26 1.53 0 0
27 1.59 0 0
28 1.65 0 0
29 1.71 0 0
30 1.77 0 0
31 1.83 0 0
32 1.89 0 0
33 1.95 0 0
34 2.01 0 0
35 2.07 0 0
36 2.13 0 0
37 2.19 0 0
38 2.25 0 0
39 2.31 0.00286137 0.0006
40 2.37 0.0543667 0.0126
41 2.43 0.283572 0.0784
42 2.49 0.754393 0.2622
43 2.55 1.44958 0.6326
44 2.61 2.03222 1.1766
45 2.67 2.6073 1.907
46 2.73 2.90507 2.7578
47 2.79 2.8972 3.644
48 2.85 2.68126 4.4998
49 2.91 2.39573 5.297
50 2.97 2.15278 6.0432
51 3.03 1.9586 6.7498
52 3.09 1.69991 7.3876
53 3.15 1.43111 7.9456
54 3.21 1.34699 8.491
55 3.27 1.14141 8.9706
56 3.33 1.04466 9.4258
57 3.39 0.915443 9.8392
58 3.45 0.826579 10.2258
59 3.51 0.772123 10.5996
60 3.57 0.731612 10.966
61 3.63 0.681361 11.3188
62 3.69 0.626863 11.6542
63 3.75 0.626509 12.0004
64 3.81 0.58905 12.3364
65 3.87 0.558013 12.6648
66 3.93 0.569445 13.0104
67 3.99 0.571311 13.3678
68 4.05 0.592365 13.7496
69 4.11 0.601109 14.1486
70 4.17 0.618474 14.5712
71 4.23 0.652256 15.0298
72 4.29 0.673686 15.517
73 4.35 0.709563 16.0446
74 4.41 0.778321 16.6394
75 4.47 0.790427 17.26
76 4.53 0.852965 17.9478
77 4.59 0.911742 18.7026
78 4.65 0.959924 19.5182
79 4.71 1.043 20.4274
80 4.77 1.03885 21.3562
81 4.83 1.0985 22.3632
82 4.89 1.14046 23.4348
83 4.95 1.1994 24.5896
84 5.01 1.1899 25.7632
85 5.07 1.23457 27.0102
86 5.13 1.27085 28.3244
87 5.19 1.28453 29.684
88 5.25 1.27122 31.0608
89 5.31 1.3033 32.5048
90 5.37 1.30399 33.9824
91 5.43 1.26118 35.4436
92 5.49 1.21688 36.8848
93 5.55 1.20558 38.344
94 5.61 1.17233 39.7938
95 5.67 1.11694 41.2048
96 5.73 1.07724 42.5946
97 5.79 1.06247 43.9942
98 5.85 0.993488 45.3302
99 5.91 0.982162 46.6782
100 5.97 0.94324 47.9992
101 6.03 0.904686 49.2918
102 6.09 0.90218 50.6066
103 6.15 0.899196 51.943
104 6.21 0.860392 53.2468
105 6.27 0.849053 54.5584
106 6.33 0.840147 55.8812
107 6.39 0.830801 57.2142
108 6.45 0.815049 58.5466
109 6.51 0.825796 59.9218
110 6.57 0.839553 61.3458
111 6.63 0.843647 62.803
112 6.69 0.851213 64.3
113 6.75 0.870108 65.8578
114 6.81 0.919596 67.5336
115 6.87 0.934554 69.2668
116 6.93 0.942711 71.0458
117 6.99 0.972536 72.913
118 7.05 1.0007 74.8674
119 7.11 1.00704 76.8678
120 7.17 1.0453 78.9794
121 7.23 1.04351 81.1228
122 7.29 1.05791 83.332
123 7.35 1.10789 85.6838
124 7.41 1.09994 88.057
125 7.47 1.10879 90.4882
126 7.53 1.10026 92.9396
127 7.59 1.1036 95.4378
128 7.65 1.10906 97.9882
129 7.71 1.10985 100.581
130 7.77 1.08999 103.166
131 7.83 1.08489 105.78
